,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52
1452,52.0,50.0,54.0,51.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,57.0,54.0,52.0,51.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0
1453,52.0,51.0,52.0,49.0,54.0,52.0,54.0,53.0,54.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0,55.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,51.0,52.0,50.0,53.0,53.0,52.0,54.0,50.0,53.0,50.0,50.0,52.0,53.0,49.0,51.0,52.0,52.0,52.0,54.0,52.0
1454,51.0,53.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,50.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,51.0,52.0,52.0,54.0,51.0,53.0,51.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,55.0,54.0,54.0,53.0,53.0,52.0,54.0
1455,52.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,50.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0,51.0,52.0,56.0,53.0,53.0,53.0,53.0,52.0,53.0
1456,52.0,50.0,54.0,52.0,54.0,55.0,52.0,53.0,53.0,55.0,52.0,52.0,52.0,52.0,54.0,50.0,52.0,53.0,49.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,50.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,54.0,54.0,53.0,53.0
1457,52.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,50.0,54.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,50.0,52.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,51.0,49.0,54.0,54.0,53.0,50.0,53.0,50.0,54.0,53.0,54.0,54.0,53.0,51.0
1458,51.0,51.0,54.0,50.0,53.0,51.0,53.0,52.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,51.0,53.0,52.0,51.0,50.0,50.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0
1459,52.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,55.0,52.0,54.0,53.0,52.0,53.0,53.0,50.0,52.0,52.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,55.0,52.0,52.0,53.0,52.0,54.0,52.0,56.0,51.0,51.0,52.0,54.0
1460,50.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,52.0,51.0,53.0,52.0,50.0,52.0,51.0,54.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,55.0,51.0,53.0,51.0,55.0,54.0,53.0,49.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0
1461,53.0,50.0,52.0,55.0,53.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,54.0,51.0,52.0,51.0,52.0,55.0,52.0,54.0,54.0,50.0,53.0,53.0,51.0,51.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0
1462,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,55.0,53.0,51.0,52.0,54.0,54.0,54.0,49.0,53.0,54.0,54.0,53.0,50.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,55.0,51.0,52.0,52.0,54.0,56.0,55.0,53.0,52.0,52.0,52.0,53.0
1463,52.0,53.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,51.0,50.0,53.0,53.0,49.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,51.0,53.0,51.0,52.0,52.0,52.0,54.0,54.0,53.0,56.0,54.0,52.0,52.0,51.0,53.0,53.0,55.0,53.0,54.0,54.0,55.0,53.0
1464,52.0,53.0,53.0,54.0,51.0,52.0,52.0,52.0,50.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,51.0,52.0,51.0,52.0,55.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,53.0,53.0,51.0,52.0,53.0,51.0,55.0,53.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,49.0,52.0,51.0,52.0,52.0,53.0,51.0
1465,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,55.0,54.0,52.0,51.0,52.0,52.0,50.0,51.0,53.0,54.0,51.0,53.0,52.0,49.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0
1466,52.0,49.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,50.0,52.0,54.0,53.0,55.0,52.0,53.0,54.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,51.0,55.0,51.0,50.0,52.0,50.0,54.0,51.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,54.0
1467,51.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,51.0,51.0,52.0,53.0,54.0,53.0,51.0,53.0,54.0,54.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,51.0,54.0,52.0,53.0,52.0,50.0,52.0,54.0,54.0,53.0,52.0,52.0,53.0,49.0,55.0,54.0,53.0,53.0,50.0,53.0
1468,53.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,54.0,53.0,52.0,53.0,50.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,54.0,52.0,54.0,52.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,52.0,51.0,46.0,54.0,51.0,51.0,50.0,51.0,51.0,54.0,53.0,52.0,52.0,54.0,51.0
1469,51.0,52.0,54.0,51.0,52.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,51.0,53.0,50.0,51.0,53.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0,54.0,53.0,53.0,55.0,55.0,53.0,51.0,51.0,52.0,52.0
1470,52.0,52.0,53.0,51.0,52.0,50.0,51.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,51.0,50.0,52.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,54.0,49.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,50.0,52.0,55.0,54.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0
1471,51.0,50.0,52.0,53.0,54.0,53.0,54.0,54.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,54.0,52.0,54.0,50.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,52.0,49.0,52.0,53.0,54.0,54.0,53.0,50.0
1472,54.0,51.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,55.0,52.0,53.0,51.0,52.0,51.0,52.0,54.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,54.0,50.0,53.0,52.0,52.0,48.0,53.0,53.0,51.0,52.0,53.0,50.0,53.0,52.0,55.0,55.0,52.0,52.0
1473,52.0,51.0,54.0,52.0,54.0,51.0,50.0,52.0,53.0,54.0,52.0,52.0,50.0,54.0,51.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,54.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,51.0,50.0,52.0,52.0,56.0,54.0,52.0,53.0,51.0,54.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0
1474,53.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,51.0,54.0,51.0,52.0,52.0,55.0,55.0,55.0,53.0,54.0,55.0,53.0,53.0,51.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,56.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0
1475,51.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,52.0,48.0,53.0,52.0,54.0,55.0,53.0,53.0,52.0,52.0,51.0,50.0,52.0,53.0,51.0,51.0,51.0,53.0,54.0,51.0,53.0,53.0,52.0,52.0,51.0,50.0,54.0,52.0,54.0,50.0,51.0,53.0,50.0,53.0,52.0,51.0,54.0,53.0,49.0,53.0,52.0,52.0,52.0,51.0,53.0
1476,51.0,52.0,55.0,53.0,51.0,52.0,51.0,51.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,55.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,54.0,54.0,51.0,53.0,52.0,53.0,52.0,51.0,51.0,50.0,53.0,52.0,51.0,53.0,53.0,54.0,52.0,50.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,53.0,53.0,51.0,54.0
1477,53.0,53.0,53.0,51.0,51.0,50.0,52.0,53.0,50.0,54.0,55.0,54.0,52.0,55.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,51.0,51.0,52.0,53.0,54.0,53.0,52.0,53.0,51.0,50.0,54.0,53.0,51.0,54.0,52.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,55.0
1478,51.0,52.0,52.0,49.0,51.0,52.0,51.0,52.0,55.0,53.0,54.0,53.0,53.0,50.0,52.0,51.0,50.0,52.0,51.0,53.0,51.0,52.0,49.0,52.0,52.0,49.0,52.0,51.0,54.0,53.0,53.0,50.0,53.0,51.0,55.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,51.0,54.0,52.0,52.0,53.0,51.0
1479,54.0,53.0,52.0,51.0,50.0,53.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0,50.0,52.0,51.0,52.0,51.0,52.0,54.0,51.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0,49.0,53.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0
1480,52.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0,53.0,55.0,55.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,49.0,51.0,54.0,55.0,51.0,51.0,53.0,54.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,51.0,54.0,54.0,50.0,51.0,53.0,51.0,53.0,53.0,51.0,54.0,54.0,52.0,53.0,54.0,55.0,53.0,53.0,49.0,53.0
1481,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,56.0,54.0,52.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,55.0,51.0,52.0,51.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0,55.0,52.0,53.0,54.0,54.0,49.0,55.0,52.0,52.0,52.0,53.0,51.0,54.0,51.0,54.0,51.0,51.0,51.0,52.0
1482,53.0,54.0,50.0,52.0,52.0,51.0,51.0,52.0,53.0,51.0,54.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,51.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,55.0
1483,52.0,53.0,55.0,51.0,52.0,51.0,54.0,53.0,51.0,54.0,53.0,55.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,51.0,53.0,49.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,50.0,54.0,52.0,52.0,53.0,53.0,54.0,50.0,53.0,52.0,51.0,54.0,51.0,53.0,55.0,53.0,51.0,51.0,53.0,52.0
1484,55.0,53.0,53.0,51.0,52.0,52.0,50.0,53.0,51.0,54.0,53.0,53.0,54.0,54.0,54.0,52.0,54.0,54.0,52.0,52.0,50.0,50.0,51.0,56.0,51.0,53.0,53.0,50.0,53.0,54.0,53.0,55.0,49.0,53.0,53.0,53.0,51.0,55.0,52.0,54.0,54.0,54.0,54.0,52.0,54.0,52.0,57.0,53.0,54.0,53.0,53.0,53.0,54.0
1485,52.0,52.0,56.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,50.0,51.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,55.0,53.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0,51.0,56.0,55.0,52.0,54.0,54.0,52.0,52.0
1486,52.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,51.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,54.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,54.0,54.0,53.0,50.0,53.0,53.0,53.0,52.0,54.0,50.0,50.0,50.0,52.0,52.0,51.0,52.0
1487,52.0,53.0,50.0,51.0,54.0,51.0,52.0,53.0,53.0,51.0,51.0,55.0,55.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,54.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,50.0,54.0,54.0,52.0,51.0,52.0,54.0,52.0,52.0,55.0,55.0,50.0,53.0
1488,50.0,50.0,54.0,52.0,53.0,50.0,51.0,53.0,53.0,54.0,53.0,52.0,54.0,50.0,53.0,53.0,55.0,52.0,53.0,49.0,53.0,54.0,51.0,54.0,52.0,54.0,53.0,54.0,51.0,53.0,52.0,52.0,54.0,55.0,53.0,53.0,53.0,53.0,55.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0
1489,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,49.0,52.0,52.0,54.0,50.0,54.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,52.0,53.0,51.0,50.0,55.0,52.0,53.0,52.0,54.0,55.0,52.0,54.0,54.0,54.0,52.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,54.0
1490,51.0,52.0,53.0,51.0,55.0,52.0,52.0,54.0,53.0,49.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,56.0,53.0,52.0,51.0,53.0,54.0,52.0,54.0,51.0,51.0,53.0,55.0,52.0,53.0,53.0,52.0,51.0,51.0,55.0,54.0,52.0,53.0,52.0,50.0,54.0,51.0,52.0,54.0,52.0,52.0,54.0,50.0,52.0,52.0,53.0,54.0
1491,52.0,53.0,54.0,51.0,52.0,51.0,54.0,51.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,50.0,54.0,54.0,57.0,52.0,54.0,52.0,52.0,52.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,55.0,50.0,52.0,51.0,51.0,51.0,52.0
1492,52.0,52.0,52.0,52.0,54.0,50.0,52.0,53.0,52.0,54.0,53.0,55.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,52.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,54.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0
1493,50.0,52.0,53.0,52.0,55.0,51.0,52.0,52.0,54.0,49.0,54.0,55.0,52.0,50.0,54.0,51.0,51.0,54.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,50.0,54.0,53.0,51.0,52.0,52.0,51.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,50.0,50.0,53.0,53.0,53.0,53.0,52.0
1494,53.0,52.0,54.0,53.0,51.0,52.0,53.0,51.0,53.0,51.0,51.0,50.0,50.0,55.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0,54.0,49.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,55.0,53.0,53.0,51.0,51.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0
1495,50.0,50.0,51.0,51.0,55.0,52.0,52.0,52.0,53.0,54.0,54.0,53.0,52.0,50.0,54.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,56.0,53.0,51.0,53.0,53.0,53.0,53.0,55.0,53.0,50.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,54.0,55.0,55.0,52.0,53.0
1496,52.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,50.0,53.0,52.0,52.0,52.0,51.0,52.0
1497,52.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,47.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0,51.0,50.0,50.0,53.0,51.0,51.0,50.0,54.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,54.0,52.0,55.0,52.0,51.0,54.0,52.0,52.0,52.0,53.0,55.0
1498,52.0,52.0,54.0,52.0,55.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,56.0,54.0,52.0,53.0,52.0,48.0,53.0,52.0,54.0,50.0,52.0,54.0,54.0,53.0,55.0,52.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,51.0,50.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0
1499,52.0,51.0,52.0,54.0,52.0,52.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,49.0,54.0,54.0,52.0,51.0,54.0,52.0,51.0,52.0,51.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,55.0,54.0,53.0,53.0,51.0,51.0,50.0,51.0
1500,52.0,52.0,52.0,51.0,52.0,54.0,52.0,54.0,54.0,53.0,54.0,53.0,53.0,50.0,50.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,50.0,54.0,53.0,52.0,55.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,51.0,51.0,49.0,52.0,53.0,55.0,55.0,52.0,52.0
1501,53.0,53.0,52.0,52.0,51.0,53.0,55.0,52.0,51.0,49.0,53.0,52.0,53.0,51.0,53.0,52.0,51.0,50.0,53.0,52.0,51.0,52.0,53.0,55.0,50.0,50.0,53.0,53.0,51.0,53.0,52.0,55.0,52.0,53.0,53.0,50.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0
1502,53.0,54.0,54.0,52.0,53.0,50.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,50.0,52.0,56.0,52.0,54.0,53.0,54.0,53.0,49.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,55.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,50.0,52.0,52.0
1503,50.0,54.0,52.0,50.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,49.0,52.0,49.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,51.0,50.0,52.0,49.0,53.0,52.0,52.0,55.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0
1504,55.0,55.0,51.0,51.0,52.0,52.0,53.0,51.0,50.0,48.0,53.0,53.0,53.0,54.0,53.0,53.0,50.0,53.0,54.0,52.0,52.0,53.0,50.0,53.0,53.0,50.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0
1505,53.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,56.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,51.0,51.0,51.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,56.0,51.0,53.0,54.0,54.0,54.0,53.0
1506,53.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,54.0,56.0,51.0,51.0,54.0,53.0,53.0,52.0,52.0,51.0,50.0,53.0,52.0,52.0,52.0,53.0,53.0,57.0,52.0,52.0,51.0,53.0,54.0,51.0,53.0,51.0,54.0,49.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,50.0,51.0
1507,52.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,54.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0,51.0,53.0,55.0,51.0,52.0,54.0,52.0,52.0,54.0,53.0,50.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,52.0,53.0
1508,52.0,53.0,54.0,53.0,51.0,50.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0,54.0,52.0,55.0,51.0,53.0,52.0,50.0,53.0,56.0,52.0,51.0,52.0,51.0,51.0,55.0,53.0,53.0,53.0,53.0,52.0,54.0,55.0,51.0,53.0,55.0,53.0,55.0,52.0,53.0,52.0,54.0,53.0,51.0,54.0,52.0,54.0,54.0,54.0,51.0,52.0
1509,53.0,53.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,54.0,53.0,54.0,55.0,54.0,51.0,53.0,53.0,54.0,52.0,52.0,51.0,54.0,51.0,49.0,51.0,54.0,53.0,54.0,55.0,53.0,52.0,50.0,54.0,50.0,52.0,54.0,53.0,56.0,54.0,54.0,52.0,52.0,51.0,53.0
1510,52.0,51.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,55.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,50.0,52.0,54.0,51.0,54.0,53.0,55.0,52.0,52.0,52.0,52.0,52.0,50.0,52.0,48.0,52.0,53.0,53.0,55.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,56.0,52.0,53.0,53.0,53.0,54.0
1511,52.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,50.0,52.0,54.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,54.0,54.0,53.0,50.0,51.0,51.0,51.0,54.0,52.0,53.0,54.0,52.0,53.0,52.0,51.0,55.0,53.0,52.0,52.0,51.0,55.0,50.0,53.0,52.0,50.0,52.0,55.0,52.0,52.0,51.0,53.0
1512,52.0,53.0,51.0,52.0,54.0,52.0,52.0,53.0,53.0,51.0,55.0,51.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,51.0,53.0,50.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0
1513,52.0,53.0,54.0,51.0,51.0,53.0,51.0,54.0,54.0,54.0,53.0,52.0,52.0,51.0,54.0,51.0,52.0,53.0,52.0,50.0,52.0,55.0,52.0,55.0,52.0,52.0,52.0,53.0,54.0,50.0,52.0,51.0,54.0,50.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,54.0,51.0,56.0,54.0,51.0,55.0,55.0,52.0,53.0
1514,54.0,57.0,51.0,52.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,51.0,54.0,51.0,51.0,54.0,53.0,54.0,52.0,53.0,54.0,57.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,51.0,52.0,53.0,54.0,50.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,51.0,51.0,52.0
1515,50.0,53.0,52.0,52.0,53.0,51.0,55.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0,56.0,52.0,51.0,55.0,53.0,50.0,53.0,54.0,51.0,53.0,52.0,49.0,52.0,52.0,51.0,51.0,50.0,50.0,54.0,51.0,53.0,51.0,54.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,50.0,51.0,52.0,52.0,52.0,52.0,52.0
