,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20
161,160,49.0,50.0,53.0,51.0,49.0,51.0,49.0,52.0,51.0,49.0,51.0,52.0,45.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0
162,161,53.0,51.0,53.0,52.0,47.0,50.0,49.0,51.0,53.0,51.0,51.0,52.0,47.0,51.0,51.0,55.0,52.0,53.0,49.0,48.0
163,162,53.0,54.0,51.0,53.0,54.0,54.0,56.0,54.0,53.0,53.0,53.0,52.0,58.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0
164,163,50.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,51.0,51.0,45.0,51.0,51.0,53.0,52.0,52.0,52.0,55.0
165,164,53.0,51.0,53.0,51.0,50.0,50.0,49.0,51.0,52.0,52.0,50.0,51.0,38.0,53.0,51.0,52.0,51.0,51.0,50.0,51.0
166,165,51.0,50.0,50.0,54.0,49.0,51.0,54.0,53.0,51.0,52.0,52.0,50.0,48.0,54.0,53.0,51.0,52.0,53.0,53.0,49.0
167,166,53.0,52.0,53.0,54.0,51.0,51.0,54.0,54.0,56.0,53.0,53.0,54.0,54.0,52.0,54.0,52.0,55.0,53.0,53.0,53.0
168,167,50.0,53.0,53.0,52.0,51.0,54.0,52.0,53.0,55.0,51.0,51.0,54.0,52.0,53.0,52.0,49.0,52.0,51.0,55.0,55.0
169,168,50.0,51.0,52.0,50.0,49.0,53.0,51.0,50.0,52.0,53.0,51.0,51.0,42.0,52.0,52.0,55.0,49.0,51.0,51.0,51.0
170,169,56.0,47.0,54.0,54.0,44.0,49.0,52.0,50.0,50.0,53.0,52.0,51.0,41.0,53.0,50.0,51.0,52.0,49.0,51.0,49.0
171,170,52.0,52.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,55.0,53.0,51.0,55.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0
172,171,52.0,53.0,54.0,49.0,53.0,49.0,51.0,52.0,53.0,52.0,54.0,50.0,51.0,50.0,54.0,54.0,51.0,52.0,52.0,57.0
173,172,49.0,53.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,50.0,51.0,52.0,40.0,51.0,53.0,51.0,51.0,52.0,52.0,46.0
174,173,52.0,53.0,54.0,54.0,49.0,50.0,53.0,52.0,52.0,53.0,51.0,50.0,44.0,53.0,52.0,52.0,53.0,52.0,52.0,49.0
175,174,53.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,55.0,53.0,51.0,47.0,54.0,54.0,51.0,52.0,53.0,52.0,56.0
176,175,52.0,54.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,50.0,54.0,53.0
177,176,53.0,53.0,52.0,52.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,50.0,53.0,55.0,53.0,52.0,52.0,51.0,48.0
178,177,52.0,52.0,52.0,52.0,49.0,52.0,52.0,51.0,51.0,51.0,52.0,50.0,48.0,54.0,51.0,50.0,52.0,49.0,51.0,53.0
179,178,52.0,51.0,54.0,51.0,51.0,54.0,53.0,52.0,51.0,51.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0
180,179,50.0,50.0,53.0,51.0,50.0,51.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,54.0,52.0,51.0,52.0,52.0,47.0
181,180,53.0,53.0,53.0,51.0,52.0,52.0,51.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,50.0,51.0,47.0
182,181,52.0,52.0,53.0,53.0,53.0,51.0,51.0,50.0,53.0,52.0,52.0,50.0,50.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0
183,182,50.0,52.0,52.0,53.0,51.0,50.0,50.0,54.0,50.0,50.0,51.0,52.0,45.0,51.0,52.0,53.0,50.0,52.0,53.0,53.0
184,183,53.0,53.0,54.0,52.0,51.0,50.0,52.0,51.0,51.0,51.0,52.0,51.0,48.0,52.0,50.0,54.0,50.0,51.0,51.0,49.0
185,184,53.0,54.0,53.0,53.0,54.0,53.0,54.0,51.0,53.0,55.0,55.0,51.0,53.0,53.0,51.0,51.0,52.0,54.0,51.0,53.0
186,185,52.0,52.0,54.0,53.0,55.0,54.0,53.0,55.0,51.0,55.0,51.0,51.0,50.0,53.0,53.0,51.0,52.0,52.0,53.0,55.0
187,186,52.0,51.0,53.0,51.0,52.0,52.0,50.0,53.0,51.0,51.0,52.0,51.0,47.0,50.0,50.0,52.0,53.0,53.0,51.0,52.0
188,187,53.0,52.0,53.0,51.0,50.0,53.0,53.0,49.0,51.0,52.0,51.0,55.0,46.0,51.0,50.0,53.0,52.0,49.0,52.0,48.0
189,188,54.0,55.0,54.0,51.0,51.0,53.0,50.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,51.0,51.0
190,189,53.0,53.0,52.0,53.0,54.0,52.0,51.0,54.0,54.0,55.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,51.0,55.0
191,190,51.0,50.0,52.0,51.0,51.0,54.0,53.0,54.0,50.0,52.0,52.0,51.0,47.0,52.0,51.0,53.0,52.0,53.0,50.0,51.0
192,191,51.0,50.0,51.0,53.0,51.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,48.0,52.0,49.0,51.0,53.0,54.0,51.0,49.0
193,192,52.0,53.0,51.0,51.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,49.0,53.0,51.0,53.0,51.0,52.0,51.0,53.0
194,193,53.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,51.0,50.0,51.0,51.0,51.0,52.0,52.0,53.0,51.0,54.0,51.0,52.0
195,194,55.0,49.0,53.0,53.0,51.0,51.0,49.0,50.0,52.0,50.0,49.0,51.0,49.0,51.0,51.0,51.0,53.0,54.0,50.0,53.0
196,195,53.0,51.0,52.0,52.0,50.0,53.0,51.0,52.0,49.0,53.0,52.0,51.0,48.0,52.0,51.0,51.0,53.0,48.0,50.0,49.0
197,196,51.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,50.0,52.0,51.0,52.0,47.0,54.0,52.0,52.0,56.0,50.0,53.0,52.0
198,197,51.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,45.0,52.0,51.0,52.0,52.0,50.0,51.0,53.0
199,198,53.0,54.0,53.0,52.0,49.0,51.0,52.0,53.0,51.0,53.0,53.0,50.0,45.0,53.0,54.0,54.0,52.0,51.0,52.0,50.0
200,199,50.0,52.0,53.0,51.0,50.0,50.0,53.0,52.0,50.0,54.0,52.0,51.0,49.0,51.0,54.0,52.0,52.0,52.0,51.0,53.0
201,200,53.0,52.0,51.0,51.0,49.0,53.0,54.0,54.0,49.0,53.0,51.0,48.0,46.0,53.0,51.0,54.0,50.0,50.0,51.0,53.0
202,201,53.0,51.0,50.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,50.0,52.0,52.0,54.0,51.0,53.0,52.0,53.0
203,202,54.0,51.0,52.0,52.0,51.0,50.0,54.0,52.0,52.0,54.0,55.0,53.0,50.0,53.0,53.0,52.0,53.0,53.0,55.0,51.0
204,203,52.0,52.0,54.0,51.0,50.0,48.0,52.0,51.0,52.0,54.0,54.0,51.0,52.0,52.0,51.0,54.0,55.0,53.0,52.0,52.0
205,204,50.0,50.0,53.0,52.0,52.0,49.0,53.0,53.0,52.0,52.0,52.0,54.0,48.0,52.0,50.0,52.0,53.0,53.0,50.0,53.0
206,205,52.0,52.0,52.0,51.0,51.0,52.0,55.0,53.0,50.0,53.0,50.0,52.0,49.0,51.0,53.0,51.0,51.0,52.0,52.0,50.0
207,206,53.0,53.0,55.0,52.0,49.0,51.0,50.0,53.0,52.0,53.0,51.0,53.0,51.0,49.0,51.0,52.0,55.0,50.0,52.0,51.0
208,207,53.0,52.0,54.0,51.0,51.0,54.0,51.0,54.0,51.0,51.0,50.0,52.0,50.0,50.0,53.0,51.0,51.0,49.0,52.0,54.0
209,208,52.0,51.0,52.0,50.0,50.0,52.0,54.0,51.0,52.0,50.0,51.0,51.0,51.0,50.0,54.0,54.0,53.0,54.0,53.0,53.0
210,209,52.0,50.0,53.0,53.0,49.0,52.0,53.0,52.0,51.0,51.0,51.0,50.0,49.0,52.0,53.0,52.0,50.0,51.0,51.0,52.0
211,210,53.0,51.0,52.0,52.0,51.0,52.0,52.0,55.0,52.0,53.0,51.0,49.0,53.0,52.0,55.0,52.0,50.0,50.0,54.0,50.0
212,211,54.0,53.0,52.0,50.0,54.0,52.0,54.0,52.0,53.0,54.0,53.0,51.0,54.0,53.0,55.0,52.0,53.0,54.0,55.0,50.0
213,212,54.0,54.0,52.0,50.0,52.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,46.0,53.0,52.0,53.0,52.0,51.0,51.0,50.0
214,213,53.0,52.0,53.0,52.0,51.0,51.0,52.0,51.0,54.0,53.0,53.0,48.0,47.0,51.0,53.0,54.0,51.0,50.0,51.0,50.0
215,214,54.0,53.0,51.0,53.0,46.0,53.0,51.0,53.0,52.0,52.0,53.0,50.0,49.0,53.0,53.0,51.0,52.0,50.0,51.0,53.0
216,215,53.0,53.0,52.0,52.0,49.0,54.0,52.0,51.0,50.0,53.0,52.0,51.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0
217,216,51.0,52.0,52.0,52.0,50.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0
218,217,51.0,54.0,52.0,52.0,53.0,50.0,51.0,52.0,51.0,54.0,51.0,50.0,45.0,53.0,53.0,52.0,53.0,50.0,53.0,51.0
219,218,52.0,52.0,54.0,55.0,50.0,52.0,50.0,50.0,50.0,53.0,50.0,50.0,48.0,53.0,52.0,54.0,51.0,55.0,52.0,50.0
220,219,55.0,49.0,52.0,52.0,50.0,52.0,52.0,50.0,54.0,53.0,51.0,54.0,49.0,50.0,53.0,51.0,52.0,52.0,52.0,54.0
221,220,52.0,51.0,52.0,52.0,52.0,50.0,50.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,50.0,53.0,53.0
222,221,51.0,51.0,52.0,52.0,51.0,53.0,49.0,51.0,51.0,53.0,53.0,52.0,51.0,53.0,55.0,51.0,52.0,53.0,50.0,50.0
223,222,53.0,52.0,52.0,51.0,51.0,54.0,55.0,53.0,51.0,54.0,53.0,53.0,50.0,54.0,50.0,52.0,52.0,53.0,53.0,51.0
224,223,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,49.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
225,224,52.0,53.0,55.0,53.0,52.0,53.0,51.0,53.0,50.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0
226,225,52.0,53.0,54.0,52.0,52.0,52.0,53.0,55.0,51.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0,51.0
227,226,50.0,54.0,53.0,53.0,52.0,51.0,54.0,54.0,53.0,52.0,53.0,51.0,50.0,53.0,53.0,52.0,52.0,51.0,50.0,52.0
228,227,53.0,52.0,53.0,51.0,50.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,49.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0
229,228,51.0,52.0,52.0,53.0,50.0,53.0,51.0,52.0,52.0,52.0,54.0,50.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0
230,229,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,51.0,52.0,53.0,53.0,50.0,53.0,50.0,54.0
231,230,53.0,52.0,51.0,52.0,49.0,50.0,52.0,52.0,50.0,53.0,52.0,53.0,47.0,52.0,52.0,55.0,54.0,52.0,50.0,53.0
232,231,52.0,52.0,53.0,53.0,51.0,51.0,49.0,54.0,52.0,54.0,54.0,53.0,48.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0
233,232,52.0,53.0,53.0,52.0,54.0,54.0,53.0,54.0,51.0,55.0,52.0,54.0,49.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0
234,233,51.0,53.0,53.0,53.0,51.0,50.0,52.0,52.0,52.0,51.0,52.0,52.0,50.0,51.0,53.0,51.0,50.0,52.0,50.0,51.0
235,234,53.0,51.0,53.0,51.0,50.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,51.0,53.0,50.0,50.0,50.0,52.0,52.0
236,235,53.0,52.0,51.0,51.0,49.0,51.0,52.0,54.0,51.0,52.0,53.0,50.0,50.0,55.0,53.0,53.0,51.0,53.0,51.0,48.0
237,236,52.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,55.0,53.0,51.0,50.0,53.0,52.0,52.0,54.0,52.0,51.0,50.0
238,237,52.0,50.0,53.0,50.0,53.0,53.0,52.0,51.0,51.0,52.0,51.0,51.0,50.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0
239,238,53.0,54.0,52.0,54.0,49.0,49.0,52.0,51.0,52.0,51.0,53.0,50.0,52.0,54.0,53.0,53.0,52.0,53.0,55.0,52.0
240,239,51.0,53.0,52.0,51.0,51.0,54.0,52.0,54.0,53.0,53.0,54.0,51.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0
241,240,52.0,51.0,53.0,53.0,52.0,53.0,51.0,54.0,52.0,50.0,51.0,51.0,51.0,54.0,50.0,53.0,53.0,52.0,51.0,51.0
242,241,51.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,54.0,55.0,54.0,52.0,52.0,52.0
243,242,51.0,52.0,56.0,52.0,52.0,54.0,53.0,55.0,53.0,52.0,51.0,51.0,50.0,53.0,54.0,54.0,52.0,54.0,54.0,51.0
244,243,54.0,52.0,53.0,54.0,51.0,51.0,51.0,51.0,54.0,50.0,52.0,52.0,49.0,52.0,54.0,53.0,52.0,52.0,51.0,51.0
245,244,53.0,51.0,53.0,54.0,50.0,56.0,52.0,54.0,52.0,52.0,53.0,52.0,47.0,51.0,52.0,52.0,52.0,51.0,55.0,50.0
246,245,51.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,50.0,52.0,52.0,52.0,46.0,52.0,53.0,52.0,55.0,50.0,51.0,48.0
247,246,52.0,53.0,53.0,52.0,49.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,48.0,51.0,53.0,54.0,53.0,51.0,52.0,52.0
248,247,52.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,50.0,50.0,54.0,53.0,50.0,52.0,51.0,54.0
249,248,53.0,53.0,52.0,53.0,56.0,50.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0
250,249,53.0,52.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0
251,250,52.0,53.0,50.0,51.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,50.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,52.0
252,251,52.0,52.0,51.0,53.0,53.0,54.0,51.0,54.0,51.0,55.0,53.0,56.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0
253,252,51.0,52.0,55.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,51.0,52.0,53.0,54.0
254,253,52.0,53.0,51.0,53.0,51.0,53.0,52.0,51.0,53.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,54.0,55.0,52.0,51.0
255,254,52.0,53.0,53.0,52.0,51.0,54.0,52.0,55.0,52.0,52.0,53.0,53.0,51.0,50.0,51.0,53.0,53.0,52.0,53.0,52.0
256,255,50.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,50.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,50.0
257,256,54.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,51.0,52.0,54.0,54.0,54.0,53.0,51.0,52.0
258,257,53.0,52.0,52.0,53.0,50.0,53.0,52.0,54.0,53.0,51.0,52.0,54.0,51.0,50.0,54.0,51.0,51.0,52.0,54.0,51.0
259,258,51.0,52.0,53.0,51.0,49.0,52.0,53.0,52.0,51.0,55.0,54.0,51.0,51.0,51.0,53.0,53.0,51.0,52.0,53.0,52.0
260,259,53.0,51.0,53.0,52.0,49.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0
261,260,50.0,51.0,51.0,51.0,53.0,51.0,53.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0
262,261,53.0,50.0,53.0,54.0,51.0,51.0,54.0,54.0,51.0,52.0,54.0,52.0,52.0,52.0,52.0,55.0,54.0,53.0,52.0,50.0
263,262,51.0,53.0,52.0,51.0,50.0,50.0,55.0,54.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,50.0,53.0,51.0,54.0,53.0
264,263,50.0,54.0,52.0,53.0,52.0,51.0,51.0,53.0,55.0,55.0,53.0,50.0,50.0,53.0,53.0,53.0,52.0,50.0,53.0,50.0
265,264,51.0,52.0,51.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,49.0,48.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0
266,265,50.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,49.0,52.0,53.0,54.0,54.0,51.0,52.0,51.0
267,266,50.0,53.0,55.0,52.0,50.0,52.0,51.0,50.0,50.0,54.0,52.0,53.0,48.0,52.0,50.0,52.0,51.0,53.0,52.0,51.0
268,267,52.0,52.0,50.0,51.0,52.0,52.0,54.0,53.0,52.0,54.0,52.0,53.0,48.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0
269,268,52.0,52.0,53.0,53.0,50.0,50.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0
270,269,52.0,51.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0
271,270,50.0,52.0,54.0,52.0,51.0,52.0,56.0,52.0,53.0,52.0,52.0,50.0,50.0,51.0,53.0,52.0,52.0,52.0,50.0,51.0
272,271,53.0,53.0,53.0,53.0,52.0,50.0,53.0,50.0,53.0,53.0,52.0,49.0,49.0,50.0,52.0,55.0,53.0,53.0,51.0,52.0
273,272,52.0,52.0,53.0,51.0,52.0,50.0,53.0,52.0,52.0,54.0,52.0,48.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0
274,273,52.0,51.0,55.0,52.0,51.0,49.0,53.0,50.0,53.0,53.0,52.0,50.0,51.0,51.0,53.0,53.0,52.0,54.0,52.0,52.0
275,274,54.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,50.0,54.0,54.0,51.0,49.0,51.0,51.0,51.0
276,275,51.0,52.0,51.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,55.0,52.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0
277,276,51.0,51.0,54.0,51.0,51.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0
278,277,50.0,53.0,49.0,51.0,53.0,51.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,50.0,50.0,53.0
279,278,50.0,52.0,54.0,53.0,49.0,52.0,51.0,52.0,51.0,51.0,50.0,51.0,52.0,52.0,51.0,54.0,52.0,51.0,50.0,52.0
280,279,51.0,51.0,51.0,51.0,49.0,51.0,52.0,53.0,51.0,52.0,52.0,52.0,50.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0
281,280,51.0,52.0,52.0,55.0,48.0,51.0,51.0,53.0,51.0,52.0,49.0,52.0,50.0,52.0,52.0,53.0,54.0,52.0,53.0,51.0
282,281,54.0,52.0,53.0,50.0,48.0,53.0,51.0,53.0,52.0,50.0,52.0,55.0,51.0,50.0,52.0,52.0,52.0,54.0,52.0,52.0
283,282,52.0,52.0,51.0,51.0,51.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,51.0,50.0,51.0,52.0,53.0,52.0,53.0,50.0
284,283,52.0,52.0,51.0,52.0,50.0,51.0,51.0,51.0,53.0,52.0,51.0,51.0,51.0,50.0,53.0,53.0,53.0,53.0,51.0,52.0
285,284,55.0,53.0,51.0,53.0,49.0,50.0,54.0,54.0,53.0,53.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0
286,285,51.0,53.0,52.0,52.0,52.0,49.0,53.0,52.0,51.0,51.0,52.0,52.0,49.0,54.0,51.0,53.0,51.0,51.0,53.0,52.0
287,286,51.0,53.0,54.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0
288,287,53.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0,50.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0
289,288,51.0,50.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,48.0,52.0,52.0,52.0,52.0,50.0,55.0,54.0
290,289,52.0,50.0,52.0,52.0,51.0,54.0,52.0,51.0,51.0,53.0,52.0,53.0,49.0,53.0,53.0,53.0,52.0,48.0,51.0,54.0
291,290,53.0,52.0,51.0,55.0,51.0,53.0,51.0,52.0,52.0,53.0,52.0,49.0,49.0,50.0,50.0,53.0,53.0,49.0,51.0,54.0
292,291,52.0,51.0,53.0,50.0,51.0,53.0,49.0,53.0,53.0,53.0,52.0,52.0,49.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0
293,292,50.0,52.0,53.0,51.0,51.0,53.0,50.0,52.0,52.0,53.0,52.0,52.0,49.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0
294,293,53.0,50.0,53.0,50.0,50.0,52.0,50.0,52.0,52.0,51.0,50.0,51.0,50.0,50.0,53.0,51.0,53.0,52.0,51.0,52.0
295,294,52.0,49.0,53.0,51.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,53.0,52.0,55.0,52.0
296,295,53.0,52.0,51.0,51.0,48.0,52.0,54.0,53.0,50.0,54.0,52.0,53.0,51.0,51.0,52.0,53.0,52.0,51.0,53.0,51.0
297,296,53.0,53.0,53.0,50.0,48.0,52.0,53.0,51.0,53.0,54.0,53.0,51.0,50.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0
298,297,54.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,49.0,52.0,52.0,54.0,51.0,54.0,54.0,50.0
299,298,52.0,52.0,53.0,53.0,50.0,51.0,50.0,51.0,52.0,54.0,54.0,50.0,53.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0
300,299,51.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,50.0
301,300,52.0,51.0,52.0,51.0,50.0,54.0,52.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0
302,301,54.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,49.0,54.0,53.0,53.0,51.0,53.0,51.0,52.0
303,302,50.0,52.0,52.0,52.0,50.0,52.0,52.0,52.0,51.0,53.0,50.0,53.0,48.0,51.0,52.0,52.0,51.0,50.0,55.0,51.0
304,303,51.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,51.0,50.0,52.0,51.0,51.0,52.0,51.0,53.0
305,304,57.0,51.0,50.0,53.0,50.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,50.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0
306,305,52.0,49.0,52.0,51.0,50.0,53.0,54.0,52.0,52.0,53.0,50.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,51.0,50.0
307,306,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0,53.0,49.0,53.0,51.0,50.0,52.0,52.0,53.0,52.0
308,307,52.0,51.0,51.0,50.0,51.0,56.0,53.0,54.0,54.0,52.0,52.0,52.0,50.0,51.0,51.0,53.0,53.0,50.0,52.0,52.0
309,308,53.0,52.0,52.0,52.0,50.0,51.0,51.0,54.0,52.0,53.0,54.0,49.0,51.0,51.0,52.0,54.0,54.0,52.0,52.0,51.0
310,309,51.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,53.0,49.0,48.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0
311,310,50.0,52.0,54.0,53.0,53.0,54.0,54.0,52.0,50.0,55.0,53.0,52.0,48.0,50.0,53.0,52.0,54.0,51.0,53.0,53.0
312,311,51.0,51.0,53.0,52.0,53.0,51.0,55.0,51.0,51.0,53.0,53.0,52.0,46.0,53.0,53.0,51.0,54.0,52.0,52.0,54.0
313,312,52.0,51.0,52.0,52.0,51.0,50.0,53.0,53.0,49.0,54.0,51.0,51.0,47.0,53.0,50.0,55.0,51.0,51.0,53.0,53.0
314,313,50.0,52.0,50.0,52.0,50.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,53.0,54.0
315,314,49.0,51.0,52.0,52.0,54.0,53.0,55.0,51.0,53.0,54.0,54.0,53.0,51.0,50.0,52.0,52.0,55.0,50.0,52.0,51.0
316,315,49.0,52.0,54.0,52.0,50.0,52.0,54.0,52.0,53.0,54.0,52.0,51.0,51.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0
317,316,49.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,50.0,49.0,50.0,50.0,52.0,54.0,51.0,53.0
318,317,48.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,50.0,49.0,52.0,53.0,54.0,50.0,51.0,53.0,52.0
319,318,51.0,52.0,53.0,52.0,50.0,53.0,51.0,52.0,52.0,54.0,56.0,51.0,49.0,53.0,51.0,53.0,51.0,52.0,51.0,54.0
320,319,54.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,51.0,49.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0
321,320,53.0,55.0,55.0,53.0,51.0,52.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0,51.0,51.0,53.0,54.0,52.0,54.0,52.0
322,321,52.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,52.0,55.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0
323,322,52.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,49.0,51.0,52.0,51.0,53.0,54.0,53.0,50.0
324,323,52.0,52.0,53.0,51.0,50.0,52.0,52.0,51.0,50.0,53.0,51.0,54.0,52.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0
325,324,52.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,55.0,53.0,51.0,53.0,54.0,51.0,53.0,51.0,51.0,52.0,51.0
