,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20
1383,1382,51.0,52.0,53.0,53.0,51.0,51.0,51.0,51.0,56.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0
1384,1383,54.0,52.0,51.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,55.0,54.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0
1385,1384,53.0,53.0,56.0,52.0,52.0,51.0,54.0,54.0,49.0,49.0,54.0,53.0,52.0,54.0,53.0,55.0,50.0,51.0,52.0,52.0
1386,1385,51.0,54.0,55.0,53.0,49.0,53.0,52.0,53.0,57.0,55.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,50.0,53.0
1387,1386,52.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,56.0,52.0,55.0,51.0,54.0,51.0,52.0,58.0,51.0,50.0,53.0
1388,1387,53.0,54.0,52.0,54.0,51.0,51.0,52.0,54.0,50.0,51.0,53.0,53.0,52.0,53.0,49.0,54.0,53.0,51.0,53.0,54.0
1389,1388,56.0,52.0,50.0,54.0,50.0,54.0,53.0,55.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,52.0,53.0,54.0
1390,1389,53.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,55.0,55.0,52.0,53.0,54.0,52.0,53.0,51.0,56.0,52.0,55.0,51.0
1391,1390,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,57.0,53.0,51.0,54.0
1392,1391,53.0,51.0,51.0,54.0,53.0,53.0,52.0,51.0,51.0,49.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,52.0
1393,1392,51.0,54.0,55.0,52.0,51.0,54.0,54.0,54.0,55.0,53.0,55.0,50.0,51.0,52.0,53.0,53.0,51.0,52.0,52.0,54.0
1394,1393,52.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,53.0
1395,1394,54.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,52.0,57.0,54.0,53.0,51.0,53.0
1396,1395,54.0,52.0,55.0,54.0,54.0,50.0,53.0,52.0,54.0,50.0,52.0,53.0,53.0,51.0,52.0,53.0,50.0,53.0,52.0,54.0
1397,1396,52.0,53.0,52.0,53.0,50.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,50.0,54.0,52.0,51.0,52.0
1398,1397,52.0,55.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,55.0,51.0,52.0,53.0
1399,1398,54.0,54.0,49.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,54.0
1400,1399,52.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,50.0,51.0,51.0,53.0
1401,1400,54.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,54.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0
1402,1401,52.0,51.0,52.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,55.0,50.0,53.0,53.0,52.0,53.0,54.0,51.0,52.0,54.0
1403,1402,52.0,53.0,52.0,53.0,53.0,52.0,51.0,55.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,48.0,51.0,50.0,54.0
1404,1403,54.0,54.0,50.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,54.0,54.0
1405,1404,52.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,55.0,51.0,52.0,53.0
1406,1405,49.0,54.0,54.0,52.0,52.0,53.0,51.0,52.0,54.0,53.0,54.0,53.0,53.0,51.0,54.0,54.0,51.0,53.0,53.0,53.0
1407,1406,52.0,55.0,53.0,54.0,50.0,53.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,54.0,54.0,49.0,53.0,55.0,53.0
1408,1407,51.0,55.0,53.0,53.0,49.0,54.0,52.0,54.0,53.0,54.0,52.0,54.0,54.0,52.0,50.0,53.0,53.0,52.0,52.0,55.0
1409,1408,54.0,53.0,54.0,54.0,53.0,55.0,52.0,51.0,55.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0
1410,1409,51.0,54.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,54.0,53.0,51.0,53.0
1411,1410,53.0,55.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,54.0,52.0,52.0,52.0,51.0,52.0,50.0,53.0
1412,1411,54.0,53.0,53.0,52.0,50.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,50.0,52.0
1413,1412,52.0,54.0,54.0,52.0,54.0,54.0,51.0,52.0,54.0,51.0,54.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0
1414,1413,52.0,53.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,52.0,55.0,52.0,51.0,51.0,52.0,49.0,52.0,54.0,53.0,53.0
1415,1414,50.0,54.0,51.0,54.0,51.0,51.0,52.0,54.0,54.0,52.0,54.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,49.0
1416,1415,52.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0
1417,1416,54.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,54.0,51.0,52.0,55.0,53.0,52.0,54.0
1418,1417,52.0,53.0,54.0,53.0,50.0,54.0,52.0,53.0,53.0,51.0,54.0,52.0,54.0,54.0,52.0,55.0,51.0,54.0,51.0,54.0
1419,1418,53.0,50.0,51.0,52.0,50.0,52.0,52.0,52.0,55.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,53.0,52.0
1420,1419,53.0,52.0,54.0,54.0,53.0,52.0,53.0,54.0,53.0,54.0,55.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,54.0,53.0
1421,1420,52.0,54.0,51.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,55.0,52.0,52.0
1422,1421,52.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,50.0,52.0,53.0,52.0,49.0,52.0,54.0,51.0
1423,1422,54.0,54.0,53.0,51.0,51.0,51.0,53.0,52.0,52.0,53.0,55.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0
1424,1423,56.0,54.0,51.0,54.0,51.0,52.0,52.0,52.0,53.0,53.0,55.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0
1425,1424,51.0,54.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,50.0,51.0,53.0,51.0,50.0,51.0,53.0,54.0
1426,1425,52.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,52.0,51.0,54.0,52.0,54.0,50.0,54.0
1427,1426,51.0,52.0,53.0,52.0,51.0,52.0,54.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0
1428,1427,51.0,52.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,54.0,55.0,52.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0
1429,1428,53.0,50.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0
1430,1429,53.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,50.0
1431,1430,55.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,54.0,53.0,52.0,53.0,51.0,55.0,54.0,53.0,50.0,55.0
1432,1431,55.0,51.0,54.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0,49.0,51.0,53.0,54.0,52.0,50.0,52.0,53.0
1433,1432,54.0,54.0,53.0,52.0,52.0,53.0,51.0,51.0,54.0,54.0,54.0,53.0,53.0,51.0,52.0,52.0,54.0,54.0,53.0,52.0
1434,1433,53.0,55.0,52.0,52.0,50.0,53.0,52.0,53.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,50.0
1435,1434,53.0,53.0,54.0,53.0,50.0,54.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0
1436,1435,52.0,52.0,52.0,54.0,52.0,52.0,53.0,50.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0
1437,1436,51.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0
1438,1437,54.0,54.0,53.0,55.0,53.0,54.0,53.0,52.0,54.0,55.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,53.0
1439,1438,52.0,56.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0
1440,1439,53.0,53.0,55.0,52.0,50.0,54.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,55.0,54.0,52.0
1441,1440,52.0,53.0,54.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,51.0,51.0,53.0,52.0,51.0,54.0
1442,1441,52.0,54.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,50.0,50.0,52.0,51.0,55.0,52.0
1443,1442,53.0,54.0,54.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,52.0,54.0,51.0,50.0,54.0,52.0,54.0,54.0,51.0
1444,1443,54.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,53.0,54.0,52.0,53.0,50.0,54.0,53.0,52.0
1445,1444,52.0,55.0,55.0,51.0,52.0,53.0,52.0,54.0,53.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0
1446,1445,53.0,54.0,51.0,55.0,52.0,54.0,50.0,53.0,56.0,52.0,53.0,56.0,55.0,53.0,52.0,50.0,51.0,54.0,51.0,50.0
1447,1446,54.0,51.0,54.0,53.0,49.0,53.0,55.0,55.0,51.0,52.0,54.0,53.0,53.0,53.0,49.0,51.0,52.0,52.0,52.0,51.0
1448,1447,55.0,52.0,54.0,51.0,50.0,50.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,51.0,50.0,52.0,51.0
1449,1448,53.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0
1450,1449,51.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,53.0,54.0
1451,1450,51.0,56.0,53.0,53.0,51.0,52.0,51.0,50.0,54.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0
1452,1451,52.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,51.0
1453,1452,53.0,54.0,53.0,53.0,53.0,51.0,54.0,54.0,55.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,52.0,53.0,51.0,54.0
1454,1453,52.0,55.0,53.0,52.0,52.0,51.0,54.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0
1455,1454,53.0,55.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,50.0,53.0,53.0,51.0,53.0,50.0
1456,1455,51.0,52.0,53.0,52.0,52.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,52.0,54.0,54.0,52.0,53.0,52.0,51.0,53.0
1457,1456,54.0,51.0,54.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,51.0,53.0,51.0,55.0,52.0,52.0,53.0,51.0,55.0,53.0
1458,1457,51.0,53.0,55.0,51.0,53.0,52.0,53.0,53.0,55.0,52.0,54.0,53.0,54.0,52.0,51.0,55.0,53.0,53.0,53.0,53.0
1459,1458,52.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,51.0
1460,1459,54.0,55.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0
1461,1460,54.0,54.0,51.0,51.0,52.0,51.0,51.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,54.0,53.0,52.0,52.0
1462,1461,52.0,54.0,54.0,51.0,53.0,54.0,55.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0
1463,1462,53.0,54.0,54.0,53.0,51.0,51.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0,52.0,54.0,54.0,51.0,50.0,51.0
1464,1463,53.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0
1465,1464,50.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,56.0,54.0,53.0,54.0,53.0,53.0,54.0
1466,1465,53.0,53.0,52.0,56.0,52.0,51.0,52.0,52.0,54.0,52.0,53.0,54.0,54.0,51.0,54.0,53.0,51.0,54.0,54.0,53.0
1467,1466,52.0,54.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,55.0,51.0,54.0,53.0
1468,1467,52.0,53.0,51.0,56.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,54.0,55.0,52.0,52.0,53.0,55.0,53.0,54.0
1469,1468,52.0,53.0,55.0,54.0,54.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0
1470,1469,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0
1471,1470,54.0,53.0,52.0,54.0,52.0,52.0,53.0,51.0,54.0,53.0,58.0,52.0,53.0,51.0,52.0,50.0,53.0,51.0,52.0,54.0
1472,1471,54.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0
1473,1472,51.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,55.0,52.0,53.0,53.0
1474,1473,54.0,53.0,51.0,54.0,52.0,51.0,54.0,52.0,56.0,53.0,53.0,53.0,52.0,55.0,54.0,53.0,52.0,50.0,52.0,54.0
1475,1474,52.0,54.0,53.0,54.0,52.0,52.0,55.0,50.0,53.0,51.0,57.0,53.0,52.0,54.0,51.0,53.0,54.0,50.0,54.0,51.0
1476,1475,51.0,54.0,54.0,54.0,51.0,54.0,51.0,53.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,50.0,53.0,54.0,52.0
1477,1476,54.0,51.0,52.0,49.0,53.0,52.0,53.0,54.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0
1478,1477,52.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,55.0,53.0,54.0,54.0,52.0,51.0,54.0,53.0,54.0,53.0
1479,1478,53.0,51.0,54.0,52.0,54.0,55.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0
1480,1479,51.0,53.0,55.0,52.0,52.0,51.0,53.0,53.0,53.0,55.0,50.0,52.0,54.0,53.0,52.0,54.0,51.0,55.0,51.0,51.0
1481,1480,53.0,56.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0
1482,1481,53.0,52.0,54.0,52.0,53.0,52.0,52.0,55.0,52.0,52.0,56.0,53.0,54.0,53.0,53.0,52.0,56.0,53.0,53.0,52.0
1483,1482,53.0,55.0,53.0,54.0,50.0,51.0,53.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,52.0,51.0,56.0,54.0,53.0,51.0
1484,1483,53.0,52.0,54.0,52.0,50.0,54.0,55.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,50.0
1485,1484,53.0,54.0,52.0,51.0,52.0,49.0,53.0,53.0,52.0,52.0,56.0,52.0,52.0,54.0,54.0,51.0,53.0,52.0,52.0,52.0
1486,1485,52.0,55.0,52.0,53.0,51.0,54.0,50.0,53.0,53.0,52.0,56.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,54.0
1487,1486,54.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,50.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0
1488,1487,53.0,57.0,52.0,53.0,50.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,54.0
1489,1488,54.0,55.0,51.0,52.0,51.0,51.0,54.0,55.0,54.0,52.0,54.0,53.0,53.0,51.0,52.0,50.0,52.0,52.0,53.0,53.0
1490,1489,53.0,53.0,52.0,54.0,54.0,51.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,55.0,54.0,53.0,54.0
1491,1490,51.0,54.0,53.0,53.0,49.0,52.0,53.0,53.0,51.0,52.0,49.0,53.0,53.0,51.0,49.0,51.0,53.0,53.0,53.0,52.0
1492,1491,52.0,56.0,51.0,51.0,52.0,52.0,52.0,55.0,54.0,54.0,53.0,50.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0
1493,1492,54.0,54.0,50.0,54.0,53.0,54.0,53.0,53.0,53.0,54.0,57.0,52.0,52.0,54.0,53.0,53.0,50.0,54.0,53.0,52.0
1494,1493,53.0,52.0,51.0,52.0,51.0,54.0,53.0,54.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,52.0,52.0,52.0
1495,1494,53.0,54.0,51.0,53.0,52.0,50.0,50.0,52.0,52.0,52.0,48.0,54.0,52.0,52.0,52.0,50.0,53.0,53.0,53.0,51.0
1496,1495,53.0,53.0,51.0,55.0,52.0,53.0,52.0,51.0,54.0,52.0,55.0,53.0,53.0,49.0,53.0,51.0,54.0,53.0,53.0,54.0
1497,1496,53.0,51.0,54.0,53.0,53.0,53.0,53.0,54.0,50.0,50.0,54.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,54.0
1498,1497,53.0,53.0,53.0,53.0,50.0,51.0,51.0,54.0,53.0,53.0,50.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,56.0
1499,1498,54.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,55.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,51.0
1500,1499,53.0,52.0,53.0,53.0,53.0,49.0,52.0,53.0,53.0,52.0,56.0,51.0,52.0,53.0,51.0,52.0,54.0,52.0,52.0,51.0
1501,1500,49.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,51.0,50.0,52.0,54.0
1502,1501,53.0,52.0,53.0,51.0,53.0,52.0,54.0,55.0,52.0,52.0,50.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,55.0,55.0
1503,1502,53.0,54.0,51.0,54.0,51.0,53.0,51.0,52.0,54.0,53.0,54.0,52.0,55.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0
1504,1503,52.0,53.0,55.0,50.0,53.0,53.0,53.0,52.0,53.0,51.0,56.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,50.0
1505,1504,51.0,54.0,52.0,52.0,53.0,54.0,51.0,55.0,54.0,54.0,54.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,54.0
1506,1505,52.0,55.0,52.0,52.0,51.0,51.0,53.0,52.0,55.0,51.0,50.0,53.0,54.0,52.0,54.0,53.0,50.0,53.0,52.0,54.0
1507,1506,52.0,52.0,55.0,50.0,52.0,50.0,54.0,52.0,53.0,51.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0
1508,1507,54.0,54.0,54.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,54.0,51.0,53.0,52.0,55.0,52.0,51.0,53.0,53.0,54.0
1509,1508,56.0,52.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,50.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,57.0
1510,1509,53.0,54.0,53.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,53.0,51.0,54.0,50.0,52.0,53.0,53.0,51.0,52.0,52.0
1511,1510,53.0,54.0,54.0,52.0,51.0,51.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0,50.0,53.0,52.0,51.0,53.0,52.0,53.0
1512,1511,52.0,52.0,54.0,50.0,53.0,54.0,54.0,53.0,55.0,54.0,54.0,52.0,54.0,51.0,53.0,54.0,53.0,53.0,53.0,53.0
1513,1512,52.0,55.0,55.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0
1514,1513,53.0,53.0,53.0,52.0,50.0,53.0,53.0,54.0,55.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0
1515,1514,53.0,54.0,53.0,52.0,53.0,49.0,55.0,55.0,54.0,53.0,56.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,52.0,51.0
1516,1515,52.0,53.0,54.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,54.0
1517,1516,53.0,52.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,50.0,51.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,51.0
1518,1517,53.0,54.0,52.0,55.0,50.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,51.0,51.0,52.0,53.0,50.0,52.0,51.0
1519,1518,52.0,54.0,54.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,55.0,52.0,52.0,52.0,53.0,51.0,52.0,50.0,54.0,52.0
1520,1519,52.0,53.0,54.0,53.0,54.0,54.0,52.0,55.0,52.0,55.0,53.0,52.0,52.0,48.0,53.0,52.0,52.0,54.0,52.0,50.0
1521,1520,53.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,50.0,51.0,53.0,53.0,51.0,54.0,53.0,54.0
1522,1521,53.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,50.0,53.0,55.0,52.0,52.0,53.0,53.0,52.0,52.0
1523,1522,54.0,54.0,52.0,53.0,52.0,53.0,55.0,51.0,51.0,53.0,53.0,54.0,55.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0
1524,1523,52.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,51.0,54.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,52.0
1525,1524,52.0,54.0,54.0,52.0,51.0,50.0,56.0,52.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0
1526,1525,54.0,53.0,52.0,52.0,52.0,50.0,54.0,52.0,53.0,53.0,55.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0
1527,1526,53.0,52.0,54.0,51.0,54.0,52.0,50.0,55.0,53.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0
1528,1527,51.0,53.0,53.0,52.0,52.0,51.0,51.0,53.0,55.0,52.0,55.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0
1529,1528,53.0,53.0,53.0,52.0,51.0,53.0,53.0,55.0,54.0,52.0,52.0,54.0,51.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0
1530,1529,51.0,53.0,53.0,51.0,52.0,51.0,55.0,54.0,52.0,52.0,52.0,52.0,52.0,55.0,53.0,51.0,52.0,53.0,52.0,52.0
1531,1530,52.0,54.0,52.0,53.0,53.0,53.0,54.0,55.0,53.0,50.0,52.0,54.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,51.0
1532,1531,52.0,54.0,53.0,51.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,50.0,54.0,51.0,53.0,52.0
1533,1532,52.0,55.0,52.0,49.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0
1534,1533,54.0,52.0,53.0,50.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0
1535,1534,52.0,53.0,52.0,52.0,53.0,54.0,55.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,54.0,53.0,54.0,53.0,55.0,54.0
1536,1535,53.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0
1537,1536,54.0,54.0,53.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,54.0,53.0,54.0,53.0,51.0,53.0,49.0
1538,1537,51.0,56.0,53.0,54.0,53.0,52.0,54.0,51.0,54.0,50.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0
1539,1538,54.0,55.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,55.0,53.0,49.0,53.0,53.0,53.0,54.0,54.0,52.0
1540,1539,53.0,54.0,53.0,54.0,53.0,55.0,52.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0
1541,1540,54.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,55.0,51.0,52.0,55.0,53.0,51.0,53.0,52.0,51.0,53.0,55.0,53.0
1542,1541,51.0,54.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,54.0,51.0,54.0,53.0,51.0
1543,1542,53.0,52.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0
